Asset_ID,Machine_Model,Location,Vibration,Temperature,Pressure,Flow_Rate,Operating_Hours,Health_Status,Remaining_Useful_Life_Hours,Fault_Type
PUMP_0562,Atlas-7,Offshore-Platform-A,2.73,60.2,143.6,251.1,8822,Normal,8109,Normal
PUMP_0146,Titan-X3,CPF-1,3.78,86.9,128.9,216.5,23047,Warning,1255,Motor Failure
PUMP_0708,Nova-P,Offshore-Platform-B,3.02,61.6,144.1,246.3,13061,Normal,6158,Rotor Imbalance
PUMP_0733,Titan-X3,CPF-1,4.45,63.5,128.2,208.0,17815,Warning,1523,Suction Blockage
PUMP_0213,Titan-X2,CPF-1,2.99,69.1,132.6,223.7,2727,Warning,1247,Seal Failure
PUMP_0181,Titan-X3,Onshore-Terminal-2,4.73,63.5,147.7,250.6,1701,Normal,3100,Shaft Misalignment
PUMP_0715,Titan-X3,CPF-1,3.54,94.7,142.0,248.5,25685,Warning,1249,Overheating
PUMP_0048,Titan-X3,CPF-1,2.52,67.0,147.4,247.8,6977,Normal,8412,Normal
PUMP_0701,Nova-P,Offshore-Platform-A,2.34,62.1,147.2,251.9,24654,Normal,6778,Normal
PUMP_0875,Titan-X2,Onshore-Terminal-1,2.29,61.8,145.7,247.3,9665,Normal,8053,Normal
PUMP_0725,Titan-X2,Offshore-Platform-B,5.27,64.2,137.5,217.1,22260,Warning,636,Cavitation
PUMP_0545,Titan-X3,CPF-1,5.93,58.8,149.1,261.6,6286,Critical,37,Valve Malfunction
PUMP_0157,Atlas-7,Offshore-Platform-B,5.96,63.6,134.1,233.2,4372,Warning,1765,Coupling Failure
PUMP_0693,Titan-X3,Offshore-Platform-A,6.1,54.6,142.3,247.4,9668,Warning,2572,Rotor Imbalance
PUMP_0830,Atlas-7,CPF-1,5.71,59.4,135.5,240.1,21622,Warning,2504,Coupling Failure
PUMP_0435,Nova-P,Offshore-Platform-B,3.16,62.4,147.8,242.6,24693,Warning,1609,Valve Malfunction
PUMP_0446,Titan-X2,Onshore-Terminal-2,4.02,62.3,137.1,244.5,8271,Normal,2600,Corrosion / Wear
PUMP_0262,Atlas-7,Offshore-Platform-B,2.51,62.2,144.9,259.7,4083,Normal,9000,Normal
PUMP_0820,Titan-X3,Offshore-Platform-B,6.21,57.9,125.6,216.4,6491,Critical,382,Impeller Damage
PUMP_0495,Hydra-500,Offshore-Platform-A,4.24,60.2,126.3,218.7,8294,Warning,2203,Suction Blockage
PUMP_0438,Titan-X3,Offshore-Platform-A,3.07,74.3,142.2,250.5,1976,Normal,3718,Overheating
PUMP_0827,Titan-X2,Onshore-Terminal-2,2.34,59.7,144.0,253.8,27900,Normal,9000,Normal
PUMP_0411,Atlas-7,Offshore-Platform-B,2.49,56.1,144.8,252.7,7627,Normal,7403,Normal
PUMP_0539,Nova-P,Offshore-Platform-A,2.9,61.7,152.6,235.1,12849,Normal,5087,Discharge Blockage
PUMP_0065,Nova-P,Onshore-Terminal-2,2.77,57.0,144.1,254.3,26233,Normal,8782,Normal
PUMP_0069,Atlas-7,Onshore-Terminal-2,6.41,62.8,137.1,240.6,23128,Warning,1594,Coupling Failure
PUMP_0363,Hydra-500,Offshore-Platform-B,2.36,60.0,144.8,248.4,14841,Normal,6608,Normal
PUMP_0887,Atlas-7,CPF-1,2.21,61.7,145.6,249.9,2075,Normal,7405,Discharge Blockage
PUMP_0567,Hydra-500,Onshore-Terminal-1,4.11,95.1,137.9,249.3,18698,Warning,1045,Overheating
PUMP_0037,Titan-X3,CPF-1,4.54,57.8,131.8,241.8,6467,Warning,1093,Corrosion / Wear
PUMP_0692,Titan-X2,Offshore-Platform-A,8.61,68.2,139.6,252.4,28263,Critical,406,Rotor Imbalance
PUMP_0446,Titan-X2,Onshore-Terminal-2,6.06,60.8,122.6,208.4,12790,Warning,836,Suction Blockage
PUMP_0892,Titan-X2,Onshore-Terminal-2,4.19,92.4,123.3,209.0,10426,Warning,990,Motor Failure
PUMP_0546,Atlas-7,CPF-1,5.53,58.4,145.7,253.0,21137,Warning,2600,Rotor Imbalance
PUMP_0765,Hydra-500,Offshore-Platform-B,7.86,62.1,148.2,252.1,21534,Warning,1534,Rotor Imbalance
PUMP_0700,Atlas-7,Onshore-Terminal-1,2.88,82.8,135.9,235.0,16490,Normal,3493,Motor Failure
PUMP_0091,Nova-P,Offshore-Platform-A,4.71,61.9,138.2,239.7,27375,Warning,1199,Corrosion / Wear
PUMP_0097,Hydra-500,Offshore-Platform-B,3.9,67.1,147.7,247.9,20630,Normal,3617,Bearing Failure
PUMP_0066,Hydra-500,Offshore-Platform-B,3.26,77.3,133.5,224.0,3719,Warning,2576,Motor Failure
PUMP_0131,Nova-P,Offshore-Platform-B,2.08,57.9,140.9,248.1,10534,Normal,7115,Normal
PUMP_0142,Hydra-500,Onshore-Terminal-2,3.52,68.7,157.2,219.4,13288,Warning,1778,Discharge Blockage
PUMP_0174,Titan-X2,Offshore-Platform-B,4.34,54.8,137.8,224.5,4480,Warning,1722,Cavitation
PUMP_0851,Titan-X3,Onshore-Terminal-2,2.59,57.2,141.9,240.4,20204,Normal,6920,Seal Failure
PUMP_0357,Atlas-7,Offshore-Platform-A,4.55,63.4,143.1,245.4,21424,Normal,2887,Bearing Failure
PUMP_0386,Atlas-7,CPF-1,4.08,58.9,138.3,240.5,24266,Normal,4825,Coupling Failure
PUMP_0780,Titan-X3,Offshore-Platform-B,2.2,68.6,134.8,226.5,27928,Warning,1694,Seal Failure
PUMP_0768,Nova-P,Onshore-Terminal-1,2.08,65.7,146.2,248.5,10703,Normal,8745,Normal
PUMP_0297,Titan-X3,Onshore-Terminal-1,10.08,80.2,140.4,249.1,2039,Critical,183,Bearing Failure
PUMP_0104,Atlas-7,Onshore-Terminal-2,2.11,62.4,142.2,254.0,27111,Normal,8184,Normal
PUMP_0509,Hydra-500,CPF-1,3.84,108.9,138.9,240.5,7040,Critical,172,Overheating
PUMP_0847,Atlas-7,Onshore-Terminal-2,7.44,58.7,130.7,243.0,18085,Warning,828,Coupling Failure
PUMP_0555,Titan-X3,Offshore-Platform-B,3.82,77.4,140.8,248.1,29470,Normal,3519,Overheating
PUMP_0121,Nova-P,CPF-1,10.18,64.4,141.4,252.3,29608,Critical,133,Rotor Imbalance
PUMP_0681,Titan-X2,Offshore-Platform-A,4.2,62.8,127.1,212.8,1824,Warning,1370,Suction Blockage
PUMP_0257,Titan-X2,CPF-1,5.66,60.3,140.7,242.1,26452,Warning,1755,Coupling Failure
PUMP_0801,Atlas-7,Offshore-Platform-A,2.46,81.1,144.6,244.4,20169,Warning,2525,Overheating
PUMP_0871,Nova-P,Offshore-Platform-A,2.74,85.9,143.9,249.1,18604,Warning,2320,Overheating
PUMP_0290,Nova-P,CPF-1,3.33,82.0,128.7,217.5,26917,Warning,2240,Motor Failure
PUMP_0627,Hydra-500,Offshore-Platform-A,3.16,68.4,143.9,245.3,12564,Normal,5289,Lubrication Failure
PUMP_0078,Hydra-500,Offshore-Platform-B,3.54,64.5,118.1,209.6,8440,Critical,245,Seal Failure
PUMP_0021,Nova-P,Onshore-Terminal-2,5.75,62.3,129.4,235.3,2626,Warning,1558,Coupling Failure
PUMP_0851,Titan-X3,Onshore-Terminal-2,2.41,64.3,146.2,250.5,1823,Normal,8763,Normal
PUMP_0142,Hydra-500,Onshore-Terminal-2,1.69,60.1,143.8,247.3,10980,Normal,6384,Normal
PUMP_0078,Hydra-500,Offshore-Platform-B,4.95,60.6,136.5,241.1,11161,Warning,1961,Coupling Failure
PUMP_0292,Hydra-500,Offshore-Platform-A,2.04,55.5,144.5,241.0,9120,Normal,7194,Normal
PUMP_0163,Nova-P,CPF-1,6.0,58.0,142.0,253.0,12231,Warning,1828,Coupling Failure
PUMP_0007,Atlas-7,Offshore-Platform-B,3.57,57.1,145.4,248.3,16761,Normal,5638,Coupling Failure
PUMP_0495,Hydra-500,Offshore-Platform-A,2.85,68.5,138.1,246.0,8076,Normal,7258,Motor Failure
PUMP_0654,Titan-X3,Onshore-Terminal-1,2.99,72.0,134.1,230.4,8158,Normal,3308,Motor Failure
PUMP_0702,Titan-X2,Onshore-Terminal-1,3.25,81.4,130.9,225.8,9384,Warning,2230,Motor Failure
PUMP_0554,Hydra-500,Offshore-Platform-A,2.02,60.7,145.4,251.8,28319,Normal,5139,Normal
PUMP_0062,Titan-X2,Offshore-Platform-B,7.67,68.8,141.9,246.0,14300,Warning,843,Bearing Failure
PUMP_0172,Atlas-7,Offshore-Platform-A,3.29,68.5,153.9,233.6,8662,Warning,2582,Discharge Blockage
PUMP_0445,Nova-P,CPF-1,7.81,59.7,134.1,239.2,24091,Critical,517,Coupling Failure
PUMP_0771,Titan-X2,Onshore-Terminal-1,2.5,61.0,143.1,248.6,16981,Normal,8793,Normal
PUMP_0648,Nova-P,Onshore-Terminal-2,2.79,57.4,135.6,236.5,1160,Normal,5399,Seal Failure
PUMP_0319,Titan-X3,Onshore-Terminal-2,2.96,60.1,140.0,248.5,20163,Normal,7270,Corrosion / Wear
PUMP_0652,Titan-X2,Onshore-Terminal-2,5.56,64.5,124.9,208.3,7725,Critical,532,Suction Blockage
PUMP_0127,Atlas-7,CPF-1,3.15,72.2,149.0,253.1,8614,Normal,5303,Overheating
PUMP_0892,Titan-X2,Onshore-Terminal-2,5.24,58.9,152.8,255.4,9215,Critical,500,Valve Malfunction
PUMP_0794,Titan-X3,Offshore-Platform-A,6.0,59.6,144.3,241.8,25966,Warning,2436,Rotor Imbalance
PUMP_0197,Hydra-500,Onshore-Terminal-2,4.25,62.4,130.1,233.6,27631,Warning,2508,Cavitation
PUMP_0177,Titan-X2,Onshore-Terminal-1,3.06,55.3,138.3,246.0,16738,Normal,6116,Coupling Failure
PUMP_0586,Titan-X3,Onshore-Terminal-2,3.49,61.5,129.2,228.2,20217,Normal,2904,Suction Blockage
PUMP_0317,Titan-X2,Offshore-Platform-B,3.47,67.7,161.8,227.8,3782,Warning,2368,Discharge Blockage
PUMP_0306,Atlas-7,Onshore-Terminal-2,7.18,65.2,136.4,229.6,25279,Critical,374,Coupling Failure
PUMP_0799,Hydra-500,Offshore-Platform-A,3.71,57.7,140.1,242.7,1831,Normal,4874,Impeller Damage
PUMP_0657,Titan-X2,Onshore-Terminal-2,8.53,70.0,141.7,240.4,25740,Critical,397,Shaft Misalignment
PUMP_0426,Atlas-7,CPF-1,2.5,61.3,145.6,251.8,18366,Normal,7848,Normal
PUMP_0807,Nova-P,Onshore-Terminal-2,3.83,59.3,146.3,236.6,19814,Warning,1152,Valve Malfunction
PUMP_0478,Atlas-7,Onshore-Terminal-1,4.74,63.1,141.0,240.4,28461,Normal,3415,Coupling Failure
PUMP_0753,Atlas-7,CPF-1,2.71,56.7,150.0,239.6,3115,Normal,4870,Discharge Blockage
PUMP_0508,Hydra-500,Onshore-Terminal-2,4.2,59.7,129.3,216.9,4491,Warning,1426,Cavitation
PUMP_0642,Titan-X3,Offshore-Platform-A,8.32,75.0,143.4,239.8,5820,Critical,512,Shaft Misalignment
PUMP_0671,Titan-X3,CPF-1,3.28,55.1,143.2,248.0,22814,Normal,6253,Coupling Failure
PUMP_0733,Titan-X3,CPF-1,3.81,60.3,132.4,228.7,10044,Normal,4115,Suction Blockage
PUMP_0167,Hydra-500,Onshore-Terminal-2,5.09,69.1,143.4,250.5,29413,Warning,1036,Lubrication Failure
PUMP_0551,Titan-X3,Offshore-Platform-A,3.77,100.6,130.2,214.5,3332,Warning,1075,Motor Failure
PUMP_0008,Titan-X2,CPF-1,3.28,77.5,143.8,244.6,26623,Normal,2600,Overheating
PUMP_0804,Titan-X3,CPF-1,8.48,72.3,149.1,245.9,16028,Critical,342,Shaft Misalignment
PUMP_0300,Atlas-7,Onshore-Terminal-1,5.04,65.7,129.3,217.9,9827,Warning,1054,Impeller Damage
PUMP_0110,Titan-X2,Offshore-Platform-B,3.74,58.4,143.2,244.6,2919,Warning,1600,Valve Malfunction
PUMP_0247,Titan-X2,Offshore-Platform-B,2.42,61.4,148.8,251.5,16417,Normal,8926,Normal
PUMP_0604,Atlas-7,Offshore-Platform-A,2.26,59.3,149.9,255.4,19903,Normal,7718,Normal
PUMP_0429,Atlas-7,Onshore-Terminal-1,3.3,106.0,145.3,243.6,3447,Warning,692,Overheating
PUMP_0521,Hydra-500,Onshore-Terminal-2,1.88,60.9,150.4,257.8,4736,Normal,7901,Normal
PUMP_0153,Titan-X3,Offshore-Platform-B,3.76,63.6,139.7,245.4,21126,Normal,6300,Corrosion / Wear
PUMP_0639,Titan-X2,Onshore-Terminal-1,3.54,58.3,136.4,229.5,1363,Normal,3569,Cavitation
PUMP_0552,Hydra-500,CPF-1,2.39,57.5,147.9,248.8,3755,Normal,9000,Normal
PUMP_0581,Atlas-7,CPF-1,4.82,69.1,143.5,250.2,26778,Normal,3976,Bearing Failure
PUMP_0766,Titan-X2,Offshore-Platform-A,3.42,100.1,144.9,239.0,13956,Warning,845,Overheating
PUMP_0848,Atlas-7,Offshore-Platform-A,2.38,61.7,146.2,238.8,2214,Normal,7303,Valve Malfunction
PUMP_0786,Nova-P,Offshore-Platform-B,2.09,57.1,143.7,241.9,21078,Normal,5565,Normal
PUMP_0878,Titan-X2,CPF-1,2.38,62.3,145.0,253.5,14102,Normal,8909,Normal
PUMP_0377,Titan-X2,Onshore-Terminal-1,2.6,58.1,148.1,250.8,26933,Normal,6438,Valve Malfunction
PUMP_0321,Hydra-500,Onshore-Terminal-1,2.0,63.0,148.2,251.0,23941,Normal,6342,Normal
PUMP_0805,Titan-X2,Onshore-Terminal-2,3.69,71.5,141.4,251.5,14097,Warning,2235,Lubrication Failure
PUMP_0374,Hydra-500,Onshore-Terminal-1,5.65,62.1,149.1,253.0,5726,Warning,2600,Rotor Imbalance
PUMP_0227,Titan-X3,Onshore-Terminal-2,4.52,62.6,139.4,256.9,28662,Warning,757,Valve Malfunction
PUMP_0880,Titan-X2,Onshore-Terminal-1,2.85,60.7,136.9,244.9,21033,Normal,4979,Seal Failure
PUMP_0818,Atlas-7,Offshore-Platform-A,4.45,63.8,145.9,246.5,23972,Warning,2462,Valve Malfunction
PUMP_0412,Hydra-500,Offshore-Platform-A,2.46,82.8,129.6,229.3,16199,Warning,2600,Motor Failure
PUMP_0605,Titan-X3,Offshore-Platform-B,2.33,59.3,141.7,251.0,27910,Normal,7151,Normal
PUMP_0062,Titan-X2,Offshore-Platform-B,3.06,58.8,144.4,254.6,14447,Normal,8736,Normal
PUMP_0240,Titan-X2,Offshore-Platform-B,3.36,85.3,144.2,248.4,21852,Warning,2304,Overheating
PUMP_0303,Atlas-7,Onshore-Terminal-2,4.09,64.7,155.2,217.7,11637,Warning,2095,Discharge Blockage
PUMP_0086,Titan-X2,Onshore-Terminal-1,3.81,60.7,132.7,233.3,16236,Normal,4726,Impeller Damage
PUMP_0803,Nova-P,Onshore-Terminal-1,2.46,58.4,139.5,259.2,28262,Normal,8574,Normal
PUMP_0437,Nova-P,Onshore-Terminal-1,2.66,71.2,136.5,230.8,26463,Normal,3930,Motor Failure
PUMP_0092,Titan-X3,Offshore-Platform-B,5.13,63.3,118.9,204.0,16171,Critical,476,Suction Blockage
PUMP_0433,Titan-X3,Offshore-Platform-B,1.87,60.2,141.4,246.7,1197,Normal,7817,Normal
PUMP_0450,Hydra-500,Offshore-Platform-B,2.28,59.5,146.3,249.7,14996,Normal,7041,Valve Malfunction
PUMP_0772,Titan-X3,Offshore-Platform-B,3.4,93.9,140.2,242.0,21566,Warning,1221,Overheating
PUMP_0635,Atlas-7,Onshore-Terminal-2,3.39,58.8,141.9,250.1,24840,Normal,5416,Corrosion / Wear
PUMP_0179,Titan-X3,Offshore-Platform-B,2.27,59.6,143.1,246.7,21150,Normal,6926,Valve Malfunction
PUMP_0840,Titan-X3,Offshore-Platform-A,4.35,57.4,156.2,252.1,25519,Warning,2209,Valve Malfunction
PUMP_0331,Nova-P,Onshore-Terminal-2,4.08,61.6,134.0,244.9,20004,Warning,1885,Corrosion / Wear
PUMP_0565,Titan-X3,Onshore-Terminal-2,2.27,61.8,141.8,253.5,28249,Normal,6123,Normal
PUMP_0119,Hydra-500,CPF-1,3.07,58.8,137.9,242.5,18320,Normal,5346,Seal Failure
PUMP_0134,Nova-P,Offshore-Platform-A,2.5,60.9,144.8,246.5,11658,Normal,8666,Normal
PUMP_0364,Titan-X3,Onshore-Terminal-2,4.2,62.9,153.2,254.9,17725,Warning,1692,Valve Malfunction
PUMP_0379,Hydra-500,CPF-1,2.35,56.1,143.1,249.7,11973,Normal,8802,Normal
PUMP_0891,Atlas-7,Offshore-Platform-B,4.29,59.5,138.5,231.5,28774,Warning,2267,Impeller Damage
PUMP_0488,Nova-P,Offshore-Platform-A,1.86,62.5,145.1,248.9,12019,Normal,8893,Normal
PUMP_0379,Hydra-500,CPF-1,2.85,68.3,165.9,218.4,18940,Warning,1799,Discharge Blockage
PUMP_0832,Hydra-500,Onshore-Terminal-2,2.03,62.3,149.2,247.3,5449,Normal,6914,Normal
PUMP_0331,Nova-P,Onshore-Terminal-2,6.42,62.0,145.3,239.6,26456,Warning,1920,Shaft Misalignment
PUMP_0074,Atlas-7,Offshore-Platform-B,7.21,74.1,147.3,241.5,6375,Warning,671,Bearing Failure
PUMP_0700,Atlas-7,Onshore-Terminal-1,5.29,58.2,141.0,236.0,18131,Warning,2600,Coupling Failure
PUMP_0757,Titan-X2,Onshore-Terminal-2,1.68,56.4,145.9,245.9,16547,Normal,8473,Normal
PUMP_0822,Titan-X2,Onshore-Terminal-1,3.24,59.9,132.7,230.2,4153,Warning,2156,Seal Failure
PUMP_0886,Titan-X2,Offshore-Platform-A,2.16,58.2,141.5,245.4,27188,Normal,6876,Suction Blockage
PUMP_0898,Atlas-7,CPF-1,4.2,61.6,133.5,221.0,19208,Warning,1841,Impeller Damage
PUMP_0799,Hydra-500,Offshore-Platform-A,4.28,65.0,148.5,251.5,27808,Normal,5642,Shaft Misalignment
PUMP_0143,Hydra-500,Offshore-Platform-B,3.94,66.0,148.3,250.4,7878,Normal,5201,Shaft Misalignment
PUMP_0366,Nova-P,CPF-1,2.66,57.7,142.5,256.5,1635,Normal,8803,Normal
PUMP_0772,Titan-X3,Offshore-Platform-B,6.11,77.2,144.6,249.9,11651,Warning,1691,Bearing Failure
PUMP_0112,Titan-X2,Onshore-Terminal-1,4.0,57.8,124.6,223.2,8368,Warning,1837,Suction Blockage
PUMP_0197,Hydra-500,Onshore-Terminal-2,3.94,58.6,137.0,236.6,8673,Warning,2600,Cavitation
PUMP_0471,Titan-X2,Onshore-Terminal-2,8.15,66.0,131.6,234.7,4657,Critical,327,Coupling Failure
PUMP_0311,Titan-X2,Onshore-Terminal-1,6.23,80.9,147.5,249.5,19138,Critical,220,Lubrication Failure
PUMP_0349,Atlas-7,Offshore-Platform-A,3.71,63.4,124.1,221.6,12580,Critical,461,Seal Failure
PUMP_0267,Nova-P,CPF-1,3.08,80.0,147.0,248.3,15381,Normal,3045,Overheating
PUMP_0234,Titan-X2,Onshore-Terminal-1,2.77,77.9,145.4,250.7,15978,Normal,3470,Overheating
PUMP_0399,Hydra-500,Offshore-Platform-B,2.05,60.1,151.2,250.1,20895,Normal,8243,Normal
PUMP_0356,Titan-X3,CPF-1,3.81,55.0,133.6,230.5,26123,Normal,2600,Suction Blockage
PUMP_0692,Titan-X2,Offshore-Platform-A,3.75,63.7,139.8,244.7,5366,Normal,2600,Corrosion / Wear
PUMP_0863,Atlas-7,CPF-1,3.06,99.6,143.3,243.7,2310,Critical,478,Overheating
PUMP_0574,Atlas-7,Offshore-Platform-A,2.54,74.5,143.4,252.6,24969,Normal,4348,Overheating
PUMP_0104,Atlas-7,Onshore-Terminal-2,6.25,74.1,143.9,244.2,8137,Critical,600,Lubrication Failure
PUMP_0311,Titan-X2,Onshore-Terminal-1,2.15,55.7,149.9,256.0,2353,Normal,7785,Normal
PUMP_0799,Hydra-500,Offshore-Platform-A,2.37,65.3,147.4,254.2,4749,Normal,6408,Normal
PUMP_0092,Titan-X3,Offshore-Platform-B,1.76,57.3,146.3,249.5,6512,Normal,6477,Normal
PUMP_0372,Titan-X2,CPF-1,2.94,59.6,148.1,247.3,14281,Normal,6657,Normal
PUMP_0599,Titan-X2,Offshore-Platform-B,5.8,57.7,119.0,213.8,7091,Critical,222,Impeller Damage
PUMP_0507,Nova-P,Offshore-Platform-A,3.57,59.6,139.6,232.3,13807,Normal,3107,Cavitation
PUMP_0122,Titan-X2,CPF-1,7.69,63.8,148.1,245.2,16795,Warning,1144,Shaft Misalignment
PUMP_0341,Titan-X2,Offshore-Platform-B,2.01,63.5,147.3,249.1,29916,Normal,8194,Normal
PUMP_0865,Titan-X3,Offshore-Platform-B,3.01,62.1,146.2,247.9,22279,Normal,6895,Normal
PUMP_0617,Hydra-500,Offshore-Platform-B,3.58,91.6,144.6,246.6,27620,Warning,1657,Overheating
PUMP_0845,Atlas-7,Offshore-Platform-A,4.43,61.7,137.6,238.2,14651,Normal,3390,Corrosion / Wear
PUMP_0852,Titan-X3,Onshore-Terminal-2,2.97,67.8,129.2,229.4,12194,Warning,1788,Seal Failure
PUMP_0509,Hydra-500,CPF-1,2.82,57.7,146.0,255.8,19325,Normal,9000,Normal
PUMP_0625,Titan-X2,Onshore-Terminal-1,3.46,55.8,134.6,228.9,25261,Warning,2168,Suction Blockage
PUMP_0066,Hydra-500,Offshore-Platform-B,8.05,75.1,141.7,245.1,15579,Warning,710,Shaft Misalignment
PUMP_0254,Hydra-500,Onshore-Terminal-2,3.95,64.4,143.4,248.5,6608,Normal,5365,Bearing Failure
PUMP_0277,Nova-P,Offshore-Platform-A,4.61,64.3,141.3,240.3,5795,Normal,4090,Bearing Failure
PUMP_0547,Nova-P,Onshore-Terminal-2,2.3,64.7,141.5,247.0,1296,Normal,8661,Normal
PUMP_0458,Titan-X2,CPF-1,3.83,63.6,119.5,214.4,7870,Critical,194,Seal Failure
PUMP_0504,Titan-X3,Offshore-Platform-A,3.63,65.5,133.7,226.2,9194,Warning,2423,Cavitation
PUMP_0869,Nova-P,CPF-1,4.48,75.2,141.8,248.8,12193,Warning,1618,Lubrication Failure
PUMP_0685,Atlas-7,Onshore-Terminal-1,6.73,59.9,144.4,251.5,25155,Warning,1500,Rotor Imbalance
PUMP_0176,Nova-P,CPF-1,2.91,61.8,134.3,227.7,2822,Warning,1941,Seal Failure
PUMP_0509,Hydra-500,CPF-1,4.23,65.1,148.7,251.8,11149,Warning,2278,Lubrication Failure
PUMP_0342,Hydra-500,Onshore-Terminal-1,4.46,64.0,145.1,252.7,20793,Normal,5902,Shaft Misalignment
PUMP_0098,Titan-X2,Offshore-Platform-A,4.44,87.4,126.6,212.7,16419,Warning,1485,Motor Failure
PUMP_0341,Titan-X2,Offshore-Platform-B,3.13,67.3,125.9,228.0,16026,Warning,1362,Seal Failure
PUMP_0086,Titan-X2,Onshore-Terminal-1,2.18,55.5,144.6,253.3,28918,Normal,8761,Normal
PUMP_0893,Nova-P,Offshore-Platform-A,3.66,65.6,164.1,227.6,15786,Warning,2165,Discharge Blockage
PUMP_0140,Nova-P,Onshore-Terminal-2,3.5,85.7,145.3,248.4,26422,Warning,2024,Overheating
PUMP_0609,Titan-X3,Onshore-Terminal-2,2.45,59.2,149.8,250.5,2388,Normal,4566,Valve Malfunction
PUMP_0247,Titan-X2,Offshore-Platform-B,3.01,61.4,155.0,235.8,22829,Normal,4154,Discharge Blockage
PUMP_0290,Nova-P,CPF-1,7.62,64.7,147.6,242.1,3461,Warning,915,Shaft Misalignment
PUMP_0341,Titan-X2,Offshore-Platform-B,4.37,59.1,134.1,230.2,12641,Warning,2113,Impeller Damage
PUMP_0587,Titan-X2,CPF-1,2.52,59.9,143.7,248.2,1726,Normal,6534,Corrosion / Wear
PUMP_0286,Titan-X3,Offshore-Platform-A,4.2,103.7,119.7,195.9,6051,Critical,267,Motor Failure
PUMP_0787,Atlas-7,Offshore-Platform-B,3.84,63.8,148.8,251.8,25909,Normal,4937,Lubrication Failure
PUMP_0859,Titan-X2,Offshore-Platform-B,2.34,58.4,137.2,245.4,28245,Normal,9000,Impeller Damage
PUMP_0040,Titan-X2,Offshore-Platform-B,10.7,60.6,145.2,247.8,27674,Critical,59,Rotor Imbalance
PUMP_0032,Hydra-500,Onshore-Terminal-1,7.89,76.3,147.4,249.9,11600,Critical,600,Bearing Failure
PUMP_0319,Titan-X3,Onshore-Terminal-2,3.23,63.4,161.4,234.0,2168,Normal,2938,Discharge Blockage
PUMP_0296,Nova-P,Onshore-Terminal-1,1.42,58.5,148.3,251.4,6178,Normal,7776,Normal
PUMP_0644,Nova-P,Offshore-Platform-B,6.44,61.9,125.2,203.9,10432,Critical,334,Impeller Damage
PUMP_0761,Atlas-7,Onshore-Terminal-1,5.51,61.4,131.9,213.0,15139,Warning,621,Cavitation
PUMP_0458,Titan-X2,CPF-1,5.99,74.6,145.5,244.7,9484,Critical,410,Lubrication Failure
PUMP_0013,Titan-X2,Offshore-Platform-A,3.7,58.4,137.2,238.2,21435,Normal,3137,Corrosion / Wear
PUMP_0103,Titan-X3,Offshore-Platform-B,3.02,61.7,120.2,225.7,20690,Warning,773,Seal Failure
PUMP_0872,Hydra-500,Offshore-Platform-A,3.4,59.0,139.9,246.4,9786,Normal,3038,Corrosion / Wear
PUMP_0700,Atlas-7,Onshore-Terminal-1,3.16,61.0,141.4,245.0,16731,Normal,6287,Coupling Failure
PUMP_0403,Hydra-500,Onshore-Terminal-1,2.95,63.9,142.3,241.7,17308,Normal,5708,Suction Blockage
PUMP_0832,Hydra-500,Onshore-Terminal-2,3.39,61.5,132.1,228.1,19396,Warning,2124,Cavitation
PUMP_0364,Titan-X3,Onshore-Terminal-2,2.47,61.8,145.3,250.6,25667,Normal,5796,Valve Malfunction
PUMP_0222,Nova-P,CPF-1,7.31,70.0,147.5,244.2,22343,Warning,1439,Bearing Failure
PUMP_0188,Hydra-500,Onshore-Terminal-2,4.21,57.3,148.4,246.7,15784,Normal,5016,Shaft Misalignment
PUMP_0280,Atlas-7,CPF-1,2.56,61.9,146.4,253.2,7679,Normal,7570,Normal
PUMP_0734,Titan-X2,Onshore-Terminal-2,2.75,55.2,147.6,253.5,456,Normal,7260,Valve Malfunction
PUMP_0660,Hydra-500,Onshore-Terminal-2,3.64,55.9,146.8,246.9,1888,Warning,1766,Valve Malfunction
PUMP_0659,Atlas-7,Onshore-Terminal-2,7.32,75.8,137.4,242.8,29623,Warning,1233,Bearing Failure
PUMP_0668,Titan-X3,Onshore-Terminal-1,1.94,63.7,147.0,247.8,11072,Normal,8812,Normal
PUMP_0624,Nova-P,CPF-1,5.41,57.0,133.6,240.3,16887,Warning,756,Corrosion / Wear
PUMP_0893,Nova-P,Offshore-Platform-A,2.18,60.4,145.2,252.8,11431,Normal,6576,Normal
PUMP_0237,Titan-X2,Onshore-Terminal-1,2.77,62.6,150.5,249.2,2858,Normal,6852,Discharge Blockage
PUMP_0169,Hydra-500,Offshore-Platform-A,7.87,72.3,145.6,244.6,20651,Critical,592,Shaft Misalignment
PUMP_0370,Titan-X2,CPF-1,4.12,61.7,150.3,242.8,1321,Normal,5822,Rotor Imbalance
PUMP_0367,Nova-P,CPF-1,3.93,72.5,145.6,250.4,21943,Normal,5315,Lubrication Failure
PUMP_0515,Titan-X3,Offshore-Platform-B,2.62,63.3,136.7,241.7,29743,Normal,5239,Seal Failure
PUMP_0507,Nova-P,Offshore-Platform-A,4.81,58.6,125.3,224.0,25158,Warning,1382,Impeller Damage
PUMP_0718,Nova-P,Offshore-Platform-B,3.22,100.4,142.8,245.6,18172,Warning,1264,Overheating
PUMP_0860,Titan-X3,Offshore-Platform-B,9.17,60.9,142.4,247.4,1760,Critical,363,Rotor Imbalance
